Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time,Protein_to_Carbs_ratio,Carbs_to_Fat_ratio
mediterranean,Mediterranean Salad With Chickpea Patties,mediterranean,46.57,146.44,42.64,2022-10-16,16:45:10,0.3180142037694619,3.4343339587242023
mediterranean,Marinated Shrimp With Mediterranean Salad,mediterranean,186.72,110.23,84.7,2022-10-16,16:45:10,1.6939127279325046,1.3014167650531288
mediterranean,Mediterranean Salad with Halloumi Croutons,mediterranean,37.01,50.13,94.2,2022-10-16,16:45:10,0.7382804707759824,0.5321656050955414
mediterranean,Mediterranean Salad with Feta Cheese,mediterranean,38.3,93.48,77.28,2022-10-16,16:45:10,0.40971330765939235,1.2096273291925466
mediterranean,Whole Branzino Roasted in Sea Salt with Aromatic Herbs,mediterranean,188.47,29.81,32.72,2022-10-16,16:45:10,6.322375041932237,0.9110635696821516
mediterranean,Mediterranean Tuna And Artichoke Pasta,mediterranean,222.7,231.4,131.14,2022-10-16,16:45:10,0.9624027657735522,1.7645264602714659
mediterranean,Ultimate Roast Chicken,american,175.44,20.12,155.5,2022-10-16,16:45:10,8.719681908548708,0.12938906752411578
mediterranean,Grilled Salmon with Mediterranean Salsa,nordic,101.94,9.54,100.76,2022-10-16,16:45:10,10.685534591194969,0.0946804287415641
mediterranean,Mediterranean Beef and Bean Stew,mediterranean,230.79,131.98,104.49,2022-10-16,16:45:10,1.7486740415214428,1.263087376782467
mediterranean,Braised Mediterranean Chicken with Polenta,mediterranean,276.26,137.25,298.42,2022-10-16,16:45:10,2.012823315118397,0.4599222572213658
mediterranean,Mediterranean Chicken with Soft Polenta,mediterranean,262.68,194.06,285.81,2022-10-16,16:45:10,1.3536019787694529,0.6789825408488156
mediterranean,Sidekick Tomato Soup,american,12.97,66.16,51.97,2022-10-16,16:45:10,0.1960399032648126,1.2730421396959783
mediterranean,Mediterranean Salad with Grilled Chicken,mediterranean,140.06,67.18,154.02,2022-10-16,16:45:10,2.08484668055969,0.43617711985456437
mediterranean,Lamb Meatballs with Mediterranean Dips,mediterranean,143.24,331.15,362.73,2022-10-16,16:45:10,0.4325532236146762,0.9129379979599149
mediterranean,Big Batch Mediterranean Herb Rub,american,9.75,31.85,4.29,2022-10-16,16:45:10,0.30612244897959184,7.424242424242425
mediterranean,Slow-Cooker Mediterranean Chicken & Orzo,mediterranean,121.95,84.05,21.39,2022-10-16,16:45:17,1.4509220701963117,3.9294062646096304
mediterranean,Mediterranean Swordfish Wrapped in Prosciutto,american,443.89,121.59,250.79,2022-10-16,16:45:17,3.650711407188091,0.4848279436979146
mediterranean,Mediterranean Ravioli with Artichokes & Olives,mediterranean,108.1,351.54,63.13,2022-10-16,16:45:17,0.30750412470842575,5.56850942499604
mediterranean,Mediterranean Tuna Salad with Croutons,mediterranean,123.77,111.23,94.53,2022-10-16,16:45:17,1.1127393688753033,1.1766634930709827
mediterranean,Mediterranean Chicken and Vegetables recipes,mediterranean,276.3,157.66,291.99,2022-10-16,16:45:17,1.7525053913484716,0.5399499982876126
mediterranean,Mediterranean Pasta with Feta And Olives,mediterranean,89.7,373.02,45.09,2022-10-16,16:45:17,0.24046967990992443,8.272787757817698
mediterranean,Fresh City Mediterranean Salmon Spaghetti,nordic,161.71,368.53,79.63,2022-10-16,16:45:17,0.4387973842021003,4.628029637071456
mediterranean,Dinner Tonight: Mediterranean Poached Eggs,mediterranean,26.35,68.86,43.69,2022-10-16,16:45:17,0.3826604705198955,1.5761043717097736
mediterranean,Mediterranean Pasta with Tomatoes and Arugula,mediterranean,66.83,321.2,57.11,2022-10-16,16:45:17,0.20806351183063512,5.624233934512344
mediterranean,Mediterranean Salad with Prosciutto and Pomegranate,mediterranean,56.52,46.97,57.12,2022-10-16,16:45:17,1.2033212688950394,0.8223039215686274
mediterranean,Herb-Crusted Mediterranean Sea Bass,mediterranean,275.35,127.17,88.71,2022-10-16,16:45:17,2.1652119210505623,1.433547514372675
mediterranean,Mediterranean Fish Stew with Chard,french,242.5,249.96,23.45,2022-10-16,16:45:17,0.9701552248359737,10.659275053304905
mediterranean,Farmer's Fridge Mediterranean Salad,mediterranean,11.95,46.81,35.36,2022-10-16,16:45:17,0.2552873317667165,1.3238122171945703
mediterranean,Artichoke & Black Olive Tart,mediterranean,102.45,237.63,78.35,2022-10-16,16:45:17,0.4311324327736397,3.032929164007658
mediterranean,Eggplant Bruschetta with Pita Chips,italian,145.7,594.59,261.44,2022-10-16,16:45:17,0.24504280260347464,2.2742885556915544
mediterranean,Spiralized Mediterranean Cucumber Salad recipes,mediterranean,15.43,30.89,74.44,2022-10-16,16:45:17,0.4995144059566202,0.4149650725416443
mediterranean,Mediterranean Tuna-Noodle Casserole recipes,asian,351.62,499.77,209.24,2022-10-16,16:45:17,0.7035636392740661,2.3885012425922385
mediterranean,Mediterranean Herbed Pork Roast recipes,mediterranean,342.31,24.32,147.2,2022-10-16,16:45:17,14.075246710526315,0.16521739130434784
mediterranean,Mediterranean Bean and Bacon Soup,american,149.69,341.02,131.89,2022-10-16,16:45:17,0.43894786229546656,2.585639548108272
mediterranean,Roasted Mediterranean Vegetables with Chickpeas,mediterranean,56.91,237.33,42.09,2022-10-16,16:45:17,0.23979269371760836,5.638631503920171
mediterranean,Mediterranean Chopped-Chicken Pita recipes,mediterranean,125.96,175.09,74.4,2022-10-16,16:45:24,0.719401450682506,2.353360215053763
mediterranean,Whole Roasted Mediterranean-Style Fish,mediterranean,165.02,24.3,46.4,2022-10-16,16:45:24,6.790946502057613,0.5237068965517242
mediterranean,Mediterranean Brown Rice Salad recipes,mediterranean,46.05,193.53,129.0,2022-10-16,16:45:24,0.2379476050224771,1.5002325581395348
mediterranean,Mediterranean fish stew with garlic toasts,french,369.38,291.68,149.5,2022-10-16,16:45:24,1.266387822270982,1.951036789297659
mediterranean,"Mediterranean tuna, pepper & courgette tart",mediterranean,115.09,250.06,196.55,2022-10-16,16:45:24,0.4602495401103735,1.2722462477741032
mediterranean,Loaded Mediterranean Chicken-Quinoa Salad,south american,43.45,38.05,30.13,2022-10-16,16:45:24,1.1419185282522997,1.2628609359442415
mediterranean,Mediterranean Vegetable Stew with Olives,mediterranean,56.65,227.36,53.62,2022-10-16,16:45:24,0.2491643209007741,4.240208877284596
mediterranean,Mediterranean Chicken and Bulgur Skillet,mediterranean,143.33,85.48,83.26,2022-10-16,16:45:24,1.67676649508657,1.0266634638481864
mediterranean,Grilled Mediterranean Veg With Bean Mash,mediterranean,41.97,143.05,31.75,2022-10-16,16:45:24,0.2933939182104159,4.505511811023623
mediterranean,Mediterranean Grilled Shrimp Lettuce Wraps,mediterranean,102.42,26.37,132.34,2022-10-16,16:45:24,3.8839590443686007,0.1992594831494635
mediterranean,Roasted Guinea Hen Mediterranean Style,mediterranean,293.92,92.77,191.76,2022-10-16,16:45:24,3.168265603104452,0.48378181059657904
mediterranean,Mediterranean Tortellini Pasta Salad recipes,italian,40.38,134.05,69.41,2022-10-16,16:45:24,0.301230883998508,1.9312779138452676
mediterranean,"Chicken with Olives, Caramelized Onions, and Sage",mediterranean,453.98,311.78,529.02,2022-10-16,16:45:24,1.456090833279877,0.5893538996635288
mediterranean,Mediterranean Brown Rice Salad Recipe,mediterranean,46.41,195.73,129.11,2022-10-16,16:45:24,0.23711234864353956,1.515994113546588
mediterranean,Mediterranean Chicken and Couscous Bowls,mediterranean,131.8,227.55,96.14,2022-10-16,16:45:24,0.5792133597011646,2.366860827959226
mediterranean,Vegetable Couscous,mediterranean,56.11,344.85,31.98,2022-10-16,16:45:24,0.1627084239524431,10.783302063789868
mediterranean,Mediterranean Quiche with Sweet Potato Crust,french,65.86,73.77,68.32,2022-10-16,16:45:24,0.8927748407211604,1.0797716627634661
mediterranean,Mediterranean Roasted Chickpea and Spinach Salad,mediterranean,35.73,113.93,95.39,2022-10-16,16:45:24,0.31361362239971907,1.1943599958066884
mediterranean,Slow-Cooker Mediterranean Quinoa with Arugula,mediterranean,83.86,294.94,82.96,2022-10-16,16:45:24,0.2843290160710653,3.555207328833173
mediterranean,Two -Acid Mediterranean Pasta Salad,mediterranean,89.74,405.64,260.21,2022-10-16,16:45:24,0.22123064786510205,1.5588947388647632
mediterranean,A Mediterranean Twist to your BBQ,american,28.74,191.58,28.33,2022-10-16,16:45:30,0.15001565925461946,6.762442640310626
mediterranean,Mediterranean Roast Vegetables With Bulgar Wheat,mediterranean,34.76,223.52,32.97,2022-10-16,16:45:30,0.15551181102362202,6.779496511980589
mediterranean,Eat-Your-Veggies Mediterranean Meatballs,mediterranean,140.09,134.08,76.19,2022-10-16,16:45:30,1.0448239856801909,1.759810998818743
mediterranean,Mediterranean Sardines with Lemon and Garlic,mediterranean,41.21,39.23,284.62,2022-10-16,16:45:30,1.050471577874076,0.1378329000070269
mediterranean,Mediterranean Salmon Cooked in Parchment recipes,nordic,99.21,50.53,75.7,2022-10-16,16:45:30,1.9633880862853748,0.6675033025099075
mediterranean,Braised Mediterranean Chicken with Polenta recipes,mediterranean,276.26,137.25,298.42,2022-10-16,16:45:30,2.012823315118397,0.4599222572213658
mediterranean,Spaghetti Puttanesca,italian,83.5,410.36,65.98,2022-10-16,16:45:30,0.20347987133248854,6.219460442558351
mediterranean,Mediterranean Potato Salad with Haricots Verts,mediterranean,30.37,249.23,84.95,2022-10-16,16:45:30,0.12185531436825424,2.9338434373160682
mediterranean,"Mediterranean Pasta with Artichokes, Olives, and Tomatoes",mediterranean,72.52,299.04,47.31,2022-10-16,16:45:30,0.24250936329588013,6.3208623969562465
mediterranean,Spinach Salad with Grilled Mediterranean Vegetables,mediterranean,28.79,59.5,75.02,2022-10-16,16:45:30,0.4838655462184874,0.7931218341775527
mediterranean,Mediterranean Mini Tuna Cakes With Pesto,american,106.3,28.87,87.74,2022-10-16,16:45:30,3.682022861101489,0.32904034647823116
mediterranean,Mediterranean Orzo and Chicken Salad recipes,mediterranean,122.02,103.08,133.39,2022-10-16,16:45:30,1.1837407838571983,0.7727715720818653
mediterranean,Mediterranean Grilled Chicken and Grape Skewers,mediterranean,97.38,54.11,123.84,2022-10-16,16:45:30,1.7996673442986508,0.4369347545219638
mediterranean,Mediterranean Feta Salad With Pomegranate Dressing,mediterranean,51.84,175.52,195.42,2022-10-16,16:45:30,0.29535095715587967,0.8981680483062123
mediterranean,Mediterranean Eggplant Dip with Sizzled Garlic,mediterranean,19.61,35.1,65.1,2022-10-16,16:45:30,0.5586894586894586,0.5391705069124425
mediterranean,Mediterranean feta salad with pomegranate dressing,mediterranean,51.84,175.52,195.42,2022-10-16,16:45:30,0.29535095715587967,0.8981680483062123
mediterranean,Mediterranean Flavors: Baba Ghanoush Recipe,mediterranean,13.49,58.44,51.42,2022-10-16,16:45:30,0.2308350444900753,1.1365227537922986
mediterranean,Mediterranean Chopped Salad With Shrimp Recipe,mediterranean,182.05,381.92,101.23,2022-10-16,16:45:30,0.4766705069124424,3.7727946260989826
mediterranean,Mediterranean Salad with Lemon-Herb Vinaigrette,mediterranean,36.81,91.24,164.3,2022-10-16,16:45:30,0.4034414730381412,0.5553256238587948
mediterranean,Weekday Vegetarian Roast and Mediterranean Salada,mediterranean,17.79,144.7,49.16,2022-10-16,16:45:37,0.12294402211472011,2.9434499593165175
mediterranean,Zesty Roasted Chicken with Mediterranean Potatoes,mediterranean,100.23,182.1,145.95,2022-10-16,16:45:37,0.5504118616144976,1.2476875642343268
mediterranean,Mediterranean-Style Chicken And Bean Stew,mediterranean,265.63,145.05,270.15,2022-10-16,16:45:37,1.8312995518786623,0.5369239311493615
mediterranean,Mediterranean Salad with Smoked Paprika Vinaigrette,mediterranean,46.76,251.61,129.47,2022-10-16,16:45:37,0.18584316998529468,1.9433845678535568
mediterranean,Mediterranean Slow-Cooker Chicken Noodle Soup,asian,178.92,194.05,41.63,2022-10-16,16:45:37,0.9220304045349136,4.661301945712227
mediterranean,Swordfish Baked in Foil with Mediterranean Flavors,mediterranean,161.94,89.31,38.95,2022-10-16,16:45:37,1.8132348001343634,2.2929396662387673
mediterranean,Mediterranean Mackerel With A Tomato Panzanella Salad,mediterranean,106.42,110.37,109.31,2022-10-16,16:45:37,0.9642112892996285,1.0096971914737902
mediterranean,Mediterranean Tuna Antipasto Salad for Two,mediterranean,54.84,82.03,35.4,2022-10-16,16:45:37,0.6685359014994514,2.3172316384180793
mediterranean,Slow-Cooker Mediterranean Chicken Thigh Stew,mediterranean,286.36,66.04,73.74,2022-10-16,16:45:37,4.336159903089037,0.8955790615676703
mediterranean,Four-Cheese Baked Penne,italian,189.69,441.86,86.94,2022-10-16,16:45:37,0.429298872946182,5.082355647573039
mediterranean,Mediterranean Salad with Chickpeas and Arugula recipes,mediterranean,89.1,144.34,118.55,2022-10-16,16:45:37,0.6172925038104475,1.2175453395191902
mediterranean,Mini Mediterranean Chicken Meatloaf with Chimichurri,mediterranean,105.07,49.59,82.15,2022-10-16,16:45:37,2.118773946360153,0.6036518563603165
mediterranean,Dutch Baby Takes a Mediterranean Holiday,american,46.03,103.49,99.18,2022-10-16,16:45:37,0.4447772731664896,1.0434563420044363
mediterranean,Mediterranean Fish Soup With Garlicky Rouille,mediterranean,443.98,276.18,385.16,2022-10-16,16:45:37,1.6075747700774856,0.7170526534427251
mediterranean,Mediterranean Flavors: Spinach and Artichoke Dip Recipe,mediterranean,24.03,32.4,97.42,2022-10-16,16:45:37,0.7416666666666667,0.3325805789365633
mediterranean,Hummus-and-Rice Fritters with Mediterranean Salad,mediterranean,58.16,290.41,73.18,2022-10-16,16:45:37,0.20026858579250023,3.9684339983602075
mediterranean,Mediterranean Tuna Salad with Roasted Potato Wedges,mediterranean,127.99,303.53,44.31,2022-10-16,16:45:37,0.4216716634270089,6.850146693748589
mediterranean,Mediterranean Potato Salad with Haricots Verts recipes,mediterranean,30.37,249.23,84.95,2022-10-16,16:45:44,0.12185531436825424,2.9338434373160682
mediterranean,Chicken Chopped Mediterranean Salad with Feta Vinaigrette,mediterranean,92.17,48.22,126.85,2022-10-16,16:45:44,1.9114475321443385,0.3801340165549862
mediterranean,Mediterranean Rice Salad with Roasted Red Peppers,mediterranean,60.67,519.99,83.21,2022-10-16,16:45:44,0.11667532067924383,6.249128710491528
mediterranean,Marinated Mediterranean Chicken Pita & Slaw Recipe,mediterranean,183.83,243.83,101.02,2022-10-16,16:45:44,0.7539269162941393,2.413680459314987
mediterranean,Mediterranean Chicken Stew with Prunes and Pumpkin,mediterranean,199.71,260.08,201.94,2022-10-16,16:45:44,0.7678791141187328,1.2879072991977814
mediterranean,Mediterranean Chicken Kebabs with Lemon-Tahini Sauce,mediterranean,117.97,40.32,54.52,2022-10-16,16:45:44,2.925843253968254,0.739545121056493
mediterranean,Four-Cheese Baked Penne,italian,189.69,441.8,117.57,2022-10-16,16:45:44,0.42935717519239475,3.7577613336735567
mediterranean,Slow-Cooker Mediterranean Chicken & Chickpea Soup,mediterranean,235.11,284.52,177.74,2022-10-16,16:45:44,0.826339097427246,1.6007651625970516
mediterranean,Lamb Loin Chops With Mediterranean Stuffing recipes,mediterranean,182.21,134.25,289.28,2022-10-16,16:45:44,1.357243947858473,0.4640832411504425
mediterranean,Mediterranean Salad With Creamy Herb Dressing recipes,mediterranean,80.8,394.49,66.59,2022-10-16,16:45:44,0.20482141499150802,5.924162787205286
mediterranean,Baked Red Snapper in a Mediterranean Tomato Sauce,mediterranean,440.58,109.18,39.36,2022-10-16,16:45:44,4.035354460523905,2.7738821138211383
mediterranean,Mediterranean Salad with Green Beans and Feta recipes,mediterranean,71.48,180.63,67.65,2022-10-16,16:45:44,0.3957260698665781,2.6700665188470065
mediterranean,Seared Fresh Sardines and Tomato Soup,south east asian,50.03,136.55,157.33,2022-10-16,16:45:44,0.3663859392164042,0.8679209305281892
mediterranean,Shredded Mediterranean Chicken A La Crock Pot,mediterranean,93.37,99.32,56.08,2022-10-16,16:45:44,0.9400926298832059,1.7710413694721825
mediterranean,Mediterranean zucchini ribbon sauté with balsamic reduction,mediterranean,6.01,46.96,28.11,2022-10-16,16:45:44,0.12798126064735946,1.6705798648167913
mediterranean,Grilled Peppered Pork Chops with Mediterranean Relish,mediterranean,246.45,27.14,97.85,2022-10-16,16:45:44,9.08069270449521,0.27736331119059787
mediterranean,"Mediterranean Bean, Potato and Vegetable Salad Platter",mediterranean,42.14,238.2,19.21,2022-10-16,16:45:44,0.1769101595298069,12.399791775117125
mediterranean,Mediterranean Country Pasta Salad with fresh Herbs,mediterranean,111.04,399.52,172.24,2022-10-16,16:45:44,0.27793352022426915,2.3195541105434274
mediterranean,Mediterranean Salad with Olive-Bread Croutons recipes,mediterranean,36.17,88.18,126.69,2022-10-16,16:45:44,0.41018371512814694,0.6960296787433894
mediterranean,BEST Ever Mediterranean Grilled Lamb Chops,mediterranean,280.74,59.41,495.9,2022-10-16,16:45:44,4.725467093081973,0.11980237951199839
mediterranean,"Sheet-Pan Mediterranean Chicken, Brussels Sprouts & Gnocchi",mediterranean,191.74,204.42,91.57,2022-10-16,16:45:50,0.9379708443400843,2.2323905209129626
mediterranean,"Mediterranean chicken with Dijon mustard, tomato and lemon",mediterranean,45.15,39.74,59.25,2022-10-16,16:45:50,1.1361348766985404,0.6707172995780591
mediterranean,Mediterranean Grilled Chicken Salad with Hummus recipes,mediterranean,263.07,130.94,148.11,2022-10-16,16:45:50,2.0090881319688405,0.8840726487070419
mediterranean,Mayo-Free Mediterranean Tuna Salad Sandwiches Recipe,mediterranean,193.1,128.94,195.48,2022-10-16,16:45:50,1.497595780983403,0.6596071209330878
mediterranean,Mediterranean Portobello Mushroom Pizzas with Arugula Salad,italian,71.58,105.74,76.67,2022-10-16,16:45:50,0.6769434461887649,1.3791574279379157
mediterranean,A Healthy Mediterranean Dip for Super Bowl Sunday,mediterranean,92.93,183.79,136.57,2022-10-16,16:45:50,0.5056314271723162,1.3457567547777696
mediterranean,Mediterranean Egg and Tomato Skillet with Pita (Shakshouka),mediterranean,59.22,131.34,53.08,2022-10-16,16:45:50,0.45089081772498857,2.474378296910324
mediterranean,Pistou: Mediterranean Vegetable Soup with Basil Sauce,french,131.9,263.82,194.07,2022-10-16,16:45:50,0.499962095368054,1.3594063997526666
mediterranean,Mediterranean Mussel And Chickpea Soup With Fennel And Lemon,mediterranean,126.24,181.78,55.14,2022-10-16,16:45:50,0.6944658378259434,3.2966993108451215
mediterranean,Mediterranean Spinach Salad with Tomatoes and Lemon Dressing,mediterranean,30.9,57.09,92.21,2022-10-16,16:45:50,0.5412506568575932,0.6191302461772042
mediterranean,"Mediterranean ""Salad Pasta"" (not to be confused with ""Pasta Salad"")",mediterranean,76.7,349.79,58.29,2022-10-16,16:45:50,0.2192744217959347,6.000857780065192
